Index	Moves	Version	MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	RawInflictCount	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	GigantimaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_18	InflictCount	Healing	Target
544	Gear Grind	5	544	True	8	0	1	50	85	15	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
545	Searing Shot	5	545	False	9	4	2	100	100	5	0	0	0	4	30	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
546	Techno Blast	5	546	False	0	0	2	120	100	5	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
547	Relic Song	5	547	False	0	4	2	75	100	10	0	0	0	2	10	2	2	4	0	0	329	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	False	TurnCountSwitch	None	AllAdjacentOpponents
548	Secret Sword	5	548	True	1	0	2	85	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
549	Glaciate	5	549	True	14	6	2	65	95	10	0	0	0	0	0	0	0	0	0	0	330	0	0	5	5	0	0	255	0	0	100	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
550	Bolt Strike	5	550	True	12	4	1	130	85	5	0	0	0	1	20	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
551	Blue Flare	5	551	True	9	4	2	130	85	5	0	0	0	4	20	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
552	Fiery Dance	5	552	False	9	7	2	80	100	10	0	0	0	0	0	0	0	0	0	0	276	0	0	0	3	0	0	1	0	0	50	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	None	None	AnyExceptSelf
553	Freeze Shock	5	553	True	14	4	1	140	90	5	0	0	0	1	30	1	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	140	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	Permanent	None	AnyExceptSelf
554	Ice Burn	5	554	True	14	4	2	140	90	5	0	0	0	4	30	1	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	140	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	Permanent	None	AnyExceptSelf
555	Snarl	5	555	True	16	6	2	55	95	15	0	0	0	0	0	0	0	0	0	0	71	0	0	5	3	0	0	255	0	0	100	0	0	110	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	False	None	None	AllAdjacentOpponents
556	Icicle Crash	5	556	True	14	0	1	85	90	10	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
557	V-create	5	557	True	9	7	1	180	95	5	0	0	0	0	0	0	0	0	0	0	334	0	0	0	5	2	4	255	255	255	100	100	100	150	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
558	Fusion Flare	5	558	True	9	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	None	None	AnyExceptSelf
559	Fusion Bolt	5	559	True	12	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
560	Flying Press	5	560	True	1	0	1	100	95	10	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	True	False	True	False	False	True	False	False	True	None	None	AnyExceptSelf
561	Mat Block	5	561	True	1	11	0	0	101	10	0	0	0	0	0	0	0	0	0	0	376	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	None	None	SideSelf
562	Belch	5	562	True	3	0	2	120	90	10	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	95	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
563	Rototiller	5	563	False	4	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	339	0	0	8	1	3	0	1	1	0	100	100	0	0	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	None	None	All
564	Sticky Web	5	564	True	6	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	340	0	0	11	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideOpponent
565	Fell Stinger	5	565	True	6	0	1	50	100	25	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
566	Phantom Force	5	566	True	7	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	130	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
567	Trick-or-Treat	5	567	True	7	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
568	Noble Roar	5	568	True	0	2	0	0	100	30	0	0	0	0	0	0	0	0	0	0	343	0	0	0	1	3	0	255	255	0	100	100	0	0	False	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
569	Ion Deluge	5	569	False	12	10	0	0	101	25	1	0	0	0	0	0	0	0	0	0	344	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
570	Parabolic Charge	5	570	True	12	8	2	65	100	20	0	0	0	0	0	0	0	0	0	0	345	50	0	4	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	None	None	AllAdjacent
571	Forest’s Curse	5	571	True	11	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
572	Petal Blizzard	5	572	True	11	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	378	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacent
573	Freeze-Dry	5	573	True	14	4	2	70	100	20	0	0	0	3	10	1	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
574	Disarming Voice	5	574	True	17	0	2	40	101	15	0	0	0	0	0	0	0	0	0	0	380	0	0	5	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AllAdjacentOpponents
575	Parting Shot	5	575	True	16	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	346	0	0	0	1	3	0	255	255	0	100	100	0	0	False	False	False	True	True	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
576	Topsy-Turvy	5	576	True	16	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
577	Draining Kiss	5	577	True	17	8	2	50	100	10	0	0	0	0	0	0	0	0	0	0	348	75	0	0	0	0	0	0	0	0	0	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	None	None	AnyExceptSelf
578	Crafty Shield	5	578	True	17	11	0	0	101	10	3	0	0	0	0	0	0	0	0	0	349	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	SideSelf
579	Flower Shield	5	579	True	17	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	350	0	0	8	2	0	0	1	0	0	100	0	0	0	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	None	None	All
580	Grassy Terrain	5	580	True	11	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	351	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	SideAll
581	Misty Terrain	5	581	True	17	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	352	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	SideAll
582	Electrify	5	582	True	12	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
583	Play Rough	5	583	True	17	6	1	90	90	10	0	0	0	0	0	0	0	0	0	0	68	0	0	0	1	0	0	255	0	0	10	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
584	Fairy Wind	5	584	True	17	0	2	40	100	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
585	Moonblast	5	585	True	17	6	2	95	100	15	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	255	0	0	30	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
586	Boomburst	5	586	True	0	0	2	140	100	10	0	0	0	0	0	0	0	0	0	0	378	0	0	4	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AllAdjacent
587	Fairy Lock	5	587	True	17	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	354	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	SideAll
588	King’s Shield	5	588	True	8	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	355	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
589	Play Nice	5	589	True	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	356	0	0	0	1	0	0	255	0	0	100	0	0	0	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
590	Confide	5	590	True	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	357	0	0	0	3	0	0	255	0	0	100	0	0	0	False	False	False	False	True	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
591	Diamond Storm	5	591	False	5	7	1	100	95	5	0	0	0	0	0	0	0	0	0	0	358	0	0	5	2	0	0	2	0	0	50	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AllAdjacentOpponents
592	Steam Eruption	5	592	False	10	4	2	110	95	5	0	0	0	4	30	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	Permanent	None	AnyExceptSelf
593	Hyperspace Hole	5	593	False	13	0	2	80	101	5	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	None	None	AnyExceptSelf
594	Water Shuriken	5	594	True	10	0	2	15	100	20	1	5	2	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
595	Mystical Fire	5	595	True	9	6	2	75	100	10	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	255	0	0	100	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
596	Spiky Shield	5	596	True	11	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	361	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
597	Aromatic Mist	5	597	True	17	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	362	0	0	2	4	0	0	1	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	None	None	Ally
598	Eerie Impulse	5	598	True	12	2	0	0	100	15	0	0	0	0	0	0	0	0	0	0	61	0	0	0	3	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
599	Venom Drench	5	599	True	3	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	363	0	0	5	1	3	5	255	255	255	100	100	100	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
600	Powder	5	600	False	6	13	0	0	100	20	1	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
601	Geomancy	5	601	False	17	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	365	0	0	7	3	4	5	2	2	2	0	0	0	0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	Self
602	Magnetic Flux	5	602	True	12	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	366	0	0	6	2	4	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	True	None	None	AllAllies
603	Happy Hour	5	603	True	0	13	0	0	101	30	0	0	0	0	0	0	0	0	0	0	367	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideSelf
604	Electric Terrain	5	604	True	12	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	368	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	SideAll
605	Dazzling Gleam	5	605	True	17	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
606	Celebrate	5	606	True	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	369	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
607	Hold Hands	5	607	True	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	370	0	0	2	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	None	None	Ally
608	Baby-Doll Eyes	5	608	True	17	2	0	0	100	30	1	0	0	0	0	0	0	0	0	0	364	0	0	0	1	0	0	255	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
609	Nuzzle	5	609	True	12	4	1	20	100	20	0	0	0	1	100	1	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
610	Hold Back	5	610	True	0	0	1	40	100	40	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
611	Infestation	5	611	True	6	4	2	20	100	20	0	0	0	8	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountNoSwitch	None	AnyExceptSelf
612	Power-Up Punch	5	612	True	1	7	1	40	100	20	0	0	0	0	0	0	0	0	0	0	374	0	0	0	1	0	0	1	0	0	100	0	0	70	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
613	Oblivion Wing	5	613	False	2	8	2	80	100	10	0	0	0	0	0	0	0	0	0	0	348	75	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	True	True	False	False	False	False	True	None	None	AnyExceptSelf
614	Thousand Arrows	5	614	False	4	0	1	90	100	10	0	0	0	65535	100	1	0	0	0	0	372	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	Permanent	None	AllAdjacentOpponents
615	Thousand Waves	5	615	False	4	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	373	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	None	None	AllAdjacentOpponents
616	Land’s Wrath	5	616	False	4	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AllAdjacentOpponents
617	Light of Ruin	5	617	False	17	0	2	140	90	5	0	0	0	0	0	0	0	0	0	0	269	206	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
618	Origin Pulse	5	618	False	10	0	2	110	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AllAdjacentOpponents
619	Precipice Blades	5	619	False	4	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	None	None	AllAdjacentOpponents
620	Dragon Ascent	5	620	False	2	7	1	120	100	5	0	0	0	0	0	0	0	0	0	0	229	0	0	0	2	4	0	255	255	0	100	100	0	140	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	None	None	AnyExceptSelf
621	Hyperspace Fury	5	621	False	16	7	1	100	101	5	0	0	0	0	0	0	0	0	0	0	359	0	0	0	2	0	0	255	0	0	100	0	0	130	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	None	None	AnyExceptSelf
622	Breakneck Blitz	5	622	False	0	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
623	Breakneck Blitz	5	623	False	0	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
624	All-Out Pummeling	5	624	False	1	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
625	All-Out Pummeling	5	625	False	1	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
626	Supersonic Skystrike	5	626	False	2	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
627	Supersonic Skystrike	5	627	False	2	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
628	Acid Downpour	5	628	False	3	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
629	Acid Downpour	5	629	False	3	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
630	Tectonic Rage	5	630	False	4	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
631	Tectonic Rage	5	631	False	4	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
632	Continental Crush	5	632	False	5	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
633	Continental Crush	5	633	False	5	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
634	Savage Spin-Out	5	634	False	6	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
635	Savage Spin-Out	5	635	False	6	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
636	Never-Ending Nightmare	5	636	False	7	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
637	Never-Ending Nightmare	5	637	False	7	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
638	Corkscrew Crash	5	638	False	8	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
639	Corkscrew Crash	5	639	False	8	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
640	Inferno Overdrive	5	640	False	9	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
641	Inferno Overdrive	5	641	False	9	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
642	Hydro Vortex	5	642	False	10	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
643	Hydro Vortex	5	643	False	10	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
644	Bloom Doom	5	644	False	11	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
645	Bloom Doom	5	645	False	11	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
646	Gigavolt Havoc	5	646	False	12	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
647	Gigavolt Havoc	5	647	False	12	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
648	Shattered Psyche	5	648	False	13	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
649	Shattered Psyche	5	649	False	13	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
650	Subzero Slammer	5	650	False	14	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
651	Subzero Slammer	5	651	False	14	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
